  1.4000000e+001  0.0000000e+000  3.3675000e+002  0.0000000e+000  1.6110000e-003  1.1485000e-002  0.0000000e+000  1.5486000e+003  2.4768000e+003  0.0000000e+000  1.5711000e+003  2.6376000e+003  0.0000000e+000  3.6232000e+000  5.3717000e+000
  1.5000000e+001  0.0000000e+000  3.4224000e+002  0.0000000e+000  1.6580000e-003  1.0337000e-002  0.0000000e+000  1.5856000e+003  2.4555000e+003  0.0000000e+000  1.6105000e+003  2.6105000e+003  0.0000000e+000  3.6848000e+000  5.3098000e+000
  1.6000000e+001  0.0000000e+000  3.4744000e+002  0.0000000e+000  1.7110000e-003  9.3060000e-003  0.0000000e+000  1.6227000e+003  2.4317000e+003  0.0000000e+000  1.6501000e+003  2.5806000e+003  0.0000000e+000  3.7461000e+000  5.2455000e+000
  1.7000000e+001  0.0000000e+000  3.5237000e+002  0.0000000e+000  1.7700000e-003  8.3640000e-003  0.0000000e+000  1.6602000e+003  2.4050000e+003  0.0000000e+000  1.6903000e+003  2.5472000e+003  0.0000000e+000  3.8079000e+000  5.1777000e+000
  1.8000000e+001  0.0000000e+000  3.5706000e+002  0.0000000e+000  1.8400000e-003  7.4890000e-003  0.0000000e+000  1.6989000e+003  2.3743000e+003  0.0000000e+000  1.7320000e+003  2.5091000e+003  0.0000000e+000  3.8715000e+000  5.1044000e+000
  1.9000000e+001  0.0000000e+000  3.6154000e+002  0.0000000e+000  1.9240000e-003  6.6570000e-003  0.0000000e+000  1.7399000e+003  2.3381000e+003  0.0000000e+000  1.7765000e+003  2.4645000e+003  0.0000000e+000  3.9388000e+000  5.0228000e+000
  2.0000000e+001  0.0000000e+000  3.6581000e+002  0.0000000e+000  2.0360000e-003  5.8340000e-003  0.0000000e+000  1.7856000e+003  2.2930000e+003  0.0000000e+000  1.8263000e+003  2.4097000e+003  0.0000000e+000  4.0139000e+000  4.9269000e+000
  2.1000000e+001  0.0000000e+000  3.6989000e+002  0.0000000e+000  2.2070000e-003  4.9520000e-003  0.0000000e+000  1.8421000e+003  2.2306000e+003  0.0000000e+000  1.8884000e+003  2.3346000e+003  0.0000000e+000  4.1075000e+000  4.8013000e+000
  2.2000000e+001  0.0000000e+000  3.7380000e+002  0.0000000e+000  2.7420000e-003  3.5680000e-003  0.0000000e+000  1.9619000e+003  2.0871000e+003  0.0000000e+000  2.0222000e+003  2.1656000e+003  0.0000000e+000  4.3110000e+000  4.5327000e+000
  2.2090000e+001  0.0000000e+000  3.7414000e+002  0.0000000e+000  3.1550000e-003  3.1550000e-003  0.0000000e+000  2.0296000e+003  2.0296000e+003  0.0000000e+000  2.0993000e+003  2.0993000e+003  0.0000000e+000  4.4298000e+000  4.4298000e+000
